0	0	0
0	1	0
0	2	0
0	3	0
0	4	0
0	5	0
0	6	0
0	7	0
0	8	0
0	9	0
0	10	0
0	11	0
0	12	0
0	13	0
0	14	0
0	15	0
0	16	0
0	17	0
0	18	0
0	19	0
0	20	0
0	21	0
0	22	0
0	23	0
0	24	0
0	25	0
0	26	0
0	27	0
0	28	0
0	29	0
0	30	0
0	31	0
0	32	0
0	33	0
0	34	0

1	0	0
1	1	0
1	2	0
1	3	0
1	4	0
1	5	0
1	6	0
1	7	0
1	8	0
1	9	0
1	10	0
1	11	0
1	12	0
1	13	0
1	14	0
1	15	0
1	16	0
1	17	200
1	18	0
1	19	0
1	20	0
1	21	0
1	22	0
1	23	0
1	24	0
1	25	0
1	26	0
1	27	0
1	28	0
1	29	0
1	30	0
1	31	0
1	32	0
1	33	0
1	34	0

2	0	0
2	1	0
2	2	0
2	3	0
2	4	0
2	5	0
2	6	0
2	7	0
2	8	0
2	9	0
2	10	0
2	11	0
2	12	0
2	13	0
2	14	0
2	15	0
2	16	200
2	17	208.11
2	18	223.29
2	19	0
2	20	0
2	21	0
2	22	0
2	23	0
2	24	0
2	25	0
2	26	0
2	27	0
2	28	0
2	29	0
2	30	0
2	31	0
2	32	0
2	33	0
2	34	0

3	0	0
3	1	0
3	2	0
3	3	0
3	4	0
3	5	0
3	6	0
3	7	0
3	8	0
3	9	0
3	10	0
3	11	0
3	12	0
3	13	0
3	14	0
3	15	200
3	16	202.948
3	17	209.148
3	18	218.37
3	19	227.593
3	20	0
3	21	0
3	22	0
3	23	0
3	24	0
3	25	0
3	26	0
3	27	0
3	28	0
3	29	0
3	30	0
3	31	0
3	32	0
3	33	0
3	34	0

4	0	0
4	1	0
4	2	0
4	3	0
4	4	0
4	5	0
4	6	0
4	7	0
4	8	0
4	9	0
4	10	0
4	11	0
4	12	0
4	13	0
4	14	200
4	15	200.29
4	16	202.645
4	17	207.164
4	18	213.451
4	19	220.356
4	20	227.262
4	21	0
4	22	0
4	23	0
4	24	0
4	25	0
4	26	0
4	27	0
4	28	0
4	29	0
4	30	0
4	31	0
4	32	0
4	33	0
4	34	0

5	0	0
5	1	0
5	2	0
5	3	0
5	4	0
5	5	0
5	6	0
5	7	0
5	8	0
5	9	0
5	10	0
5	11	0
5	12	0
5	13	200
5	14	198.483
5	15	198.516
5	16	200.178
5	17	203.413
5	18	207.912
5	19	213.12
5	20	218.601
5	21	224.082
5	22	0
5	23	0
5	24	0
5	25	0
5	26	0
5	27	0
5	28	0
5	29	0
5	30	0
5	31	0
5	32	0
5	33	0
5	34	0

6	0	0
6	1	0
6	2	0
6	3	0
6	4	0
6	5	0
6	6	0
6	7	0
6	8	0
6	9	0
6	10	0
6	11	0
6	12	200
6	13	197.061
6	14	195.418
6	15	195.112
6	16	196.138
6	17	198.397
6	18	201.663
6	19	205.611
6	20	209.94
6	21	214.423
6	22	218.906
6	23	0
6	24	0
6	25	0
6	26	0
6	27	0
6	28	0
6	29	0
6	30	0
6	31	0
6	32	0
6	33	0
6	34	0

7	0	0
7	1	0
7	2	0
7	3	0
7	4	0
7	5	0
7	6	0
7	7	0
7	8	0
7	9	0
7	10	0
7	11	200
7	12	195.825
7	13	192.826
7	14	191.014
7	15	190.376
7	16	190.864
7	17	192.374
7	18	194.732
7	19	197.722
7	20	201.126
7	21	204.764
7	22	208.499
7	23	212.233
7	24	0
7	25	0
7	26	0
7	27	0
7	28	0
7	29	0
7	30	0
7	31	0
7	32	0
7	33	0
7	34	0

8	0	0
8	1	0
8	2	0
8	3	0
8	4	0
8	5	0
8	6	0
8	7	0
8	8	0
8	9	0
8	10	200
8	11	194.657
8	12	190.469
8	13	187.406
8	14	185.436
8	15	184.514
8	16	184.57
8	17	185.502
8	18	187.171
8	19	189.417
8	20	192.077
8	21	195.008
8	22	198.091
8	23	201.239
8	24	204.386
8	25	0
8	26	0
8	27	0
8	28	0
8	29	0
8	30	0
8	31	0
8	32	0
8	33	0
8	34	0

9	0	0
9	1	0
9	2	0
9	3	0
9	4	0
9	5	0
9	6	0
9	7	0
9	8	0
9	9	200
9	10	193.475
9	11	188.159
9	12	183.987
9	13	180.893
9	14	178.811
9	15	177.674
9	16	177.4
9	17	177.892
9	18	179.033
9	19	180.698
9	20	182.758
9	21	185.099
9	22	187.62
9	23	190.244
9	24	192.91
9	25	195.577
9	26	0
9	27	0
9	28	0
9	29	0
9	30	0
9	31	0
9	32	0
9	33	0
9	34	0

10	0	0
10	1	0
10	2	0
10	3	0
10	4	0
10	5	0
10	6	0
10	7	0
10	8	200
10	9	192.176
10	10	185.73
10	11	180.518
10	12	176.429
10	13	173.366
10	14	171.241
10	15	169.97
10	16	169.464
10	17	169.632
10	18	170.373
10	19	171.583
10	20	173.159
10	21	175.008
10	22	177.047
10	23	179.207
10	24	181.435
10	25	183.691
10	26	185.947
10	27	0
10	28	0
10	29	0
10	30	0
10	31	0
10	32	0
10	33	0
10	34	0

11	0	0
11	1	0
11	2	0
11	3	0
11	4	0
11	5	0
11	6	0
11	7	200
11	8	190.673
11	9	182.994
11	10	176.751
11	11	171.752
11	12	167.845
11	13	164.902
11	14	162.819
11	15	161.499
11	16	160.855
11	17	160.799
11	18	161.244
11	19	162.101
11	20	163.289
11	21	164.728
11	22	166.351
11	23	168.101
11	24	169.931
11	25	171.804
11	26	173.696
11	27	175.587
11	28	0
11	29	0
11	30	0
11	31	0
11	32	0
11	33	0
11	34	0

12	0	0
12	1	0
12	2	0
12	3	0
12	4	0
12	5	0
12	6	200
12	7	188.778
12	8	179.689
12	9	172.377
12	10	166.527
12	11	161.896
12	12	158.295
12	13	155.579
12	14	153.632
12	15	152.353
12	16	151.658
12	17	151.466
12	18	151.701
12	19	152.29
12	20	153.165
12	21	154.264
12	22	155.53
12	23	156.916
12	24	158.383
12	25	159.901
12	26	161.445
12	27	162.999
12	28	164.554
12	29	0
12	30	0
12	31	0
12	32	0
12	33	0
12	34	0

13	0	0
13	1	0
13	2	0
13	3	0
13	4	0
13	5	200
13	6	186.173
13	7	175.375
13	8	166.93
13	9	160.297
13	10	155.084
13	11	151.008
13	12	147.861
13	13	145.489
13	14	143.775
13	15	142.625
13	16	141.958
13	17	141.706
13	18	141.804
13	19	142.193
13	20	142.819
13	21	143.632
13	22	144.588
13	23	145.65
13	24	146.785
13	25	147.97
13	26	149.183
13	27	150.412
13	28	151.647
13	29	152.881
13	30	0
13	31	0
13	32	0
13	33	0
13	34	0

14	0	0
14	1	0
14	2	0
14	3	0
14	4	200
14	5	182.219
14	6	169.243
14	7	159.62
14	8	152.357
14	9	146.797
14	10	142.506
14	11	139.191
14	12	136.651
14	13	134.741
14	14	133.355
14	15	132.412
14	16	131.844
14	17	131.595
14	18	131.616
14	19	131.859
14	20	132.286
14	21	132.857
14	22	133.541
14	23	134.31
14	24	135.139
14	25	136.01
14	26	136.907
14	27	137.819
14	28	138.739
14	29	139.661
14	30	140.584
14	31	0
14	32	0
14	33	0
14	34	0

15	0	0
15	1	0
15	2	0
15	3	200
15	4	175.368
15	5	159.574
15	6	148.96
15	7	141.506
15	8	136.081
15	9	132.028
15	10	128.951
15	11	126.6
15	12	124.81
15	13	123.468
15	14	122.493
15	15	121.823
15	16	121.411
15	17	121.216
15	18	121.204
15	19	121.343
15	20	121.607
15	21	121.97
15	22	122.41
15	23	122.909
15	24	123.451
15	25	124.023
15	26	124.615
